SN,ISO3,ADMIN1_NAME,ADMIN2_NAME,IU_NAME,LocationName,Latitude,Longitude,LocationType,SurveyYear,Method_1,Method_2,Examined,Positive,Prevalence
1240,CMR,Nord,Mayo-Rey,Rey Bouba,Kongrong,8.758333,14.15,Village,,Clinical,Nodule Palpation,40,5,0.125
1241,CMR,Adamaoua,Faro-et-Déo,Tignere,Kontcha-B,7.966667,12.233333,Village,,Clinical,Nodule Palpation,34,16,0.471
1242,CMR,Adamaoua,Mbéré,Meiganga,Koroin,6.57,14.3,Village,2003,Clinical,Nodule Palpation,45,17,0.378
1243,CMR,Est,Haut-Nyong,Nguelemendouka,Kosmaji,4.5,13.066667,Village,2004,Clinical,Nodule Palpation,30,2,0.067
1244,CMR,Extrême-Nord,Mayo-Tsanaga,Mokolo,Kossehone,10.721389,13.668611,Village,2003,Clinical,Nodule Palpation,43,0,0
1245,CMR,Est,Haut-Nyong,Abong Mbang,Kouamb/Nk,3.833333,13.2,Village,2004,Clinical,Nodule Palpation,50,1,0.02
1246,CMR,Sud,Océan,Lolodorf,Kouampboer,3.41556,10.76686,Village,2013,Parasitological,Parasitology (Skin Biopsy),131,2,0.015
1247,CMR,Sud,Océan,Lolodorf,Kouampboer,3.41556,10.76686,Village,2013,Clinical,Nodule Palpation,131,2,0.015
1248,CMR,Extrême-Nord,Mayo-Kani,KAELE,Koubi,10.14178,14.63106,Village,,Clinical,Nodule Palpation,30,0,0
1249,CMR,Nord,Mayo-Rey,Touboro,Koudini,7.259444,14.685833,Village,2003,Clinical,Nodule Palpation,13,2,0.154
1250,CMR,Nord,Bénoué,Garoua Ii,Koukomi,9.310833,13.388333,Village,2003,Clinical,Nodule Palpation,35,1,0.029
1251,CMR,Ouest,Noun,Malentouen,Koula,5.9875,11.154167,Village,,Clinical,Nodule Palpation,30,25,0.833
1252,CMR,Nord,Bénoué,Garoua Ii,Koulawa,9.410556,12.968333,Village,2003,Clinical,Nodule Palpation,38,0,0
1253,CMR,Nord,Mayo-Rey,Touboro,Kouman,7.75,15.133333,Village,,Clinical,Nodule Palpation,85,69,0.812
1254,CMR,Nord,Mayo-Rey,Touboro,Koumane,7.75487,15.13259,Village,1993,Clinical,Nodule Palpation,50,45,0.9
1255,CMR,Nord,Mayo-Rey,Touboro,Koumane,7.75487,15.13259,Village,,Parasitological,Parasitology (Skin Biopsy),141,1,0.007
1256,CMR,Sud,Dja-et-Lobo,Meyomessala,Koumesse,3.191667,12.261944,Village,2005,Clinical,Nodule Palpation,44,14,0.318
1257,CMR,Littoral,Moungo,Yabassi,Kounang,4.437778,9.798889,Village,2006,Clinical,Nodule Palpation,38,7,0.184
1258,CMR,Est,Lom-et-Djérem,Bertoua,Koundi,4.741667,13.608333,Village,2004,Clinical,Nodule Palpation,38,0,0
1259,CMR,Sud,Mvila,Mvangan,Koungoulo,2.72,11.76,Village,2003,Clinical,Nodule Palpation,30,1,0.033
1260,CMR,Ouest,Noun,Foumban,Koupa-Mat,5.7875,10.779167,Village,,Clinical,Nodule Palpation,50,24,0.48
1261,CMR,Ouest,Noun,Foumbot,Koutaba,5.626389,10.751389,Village,,Clinical,Nodule Palpation,30,20,0.667
1262,CMR,Centre,Mbam-et-Kim,Ntui,Kpwagan,5.583333,11.633333,Village,,Clinical,Nodule Palpation,32,13,0.406
1263,CMR,Sud-Ouest,Ndian,Kumba,Kumbe-Bal,4.685833,9.211389,Village,,Clinical,Nodule Palpation,46,38,0.826
1264,CMR,Ouest,Noun,Mifi,Kwetvu,5.465278,10.579167,Village,,Clinical,Nodule Palpation,30,25,0.833
1265,CMR,Nord,Mayo-Rey,Tchollire,Laboun,8.35857,14.26978,Village,1993,Clinical,Nodule Palpation,50,22,0.44
1266,CMR,Nord,Mayo-Rey,Tchollire,Laboun,8.35857,14.26978,Village,,Parasitological,Parasitology (Skin Biopsy),194,5,0.026
1267,CMR,Adamaoua,Faro-et-Déo,Tignere,Laine Gou,6.991667,12.616667,Village,,Clinical,Nodule Palpation,20,2,0.1
1268,CMR,Nord,Mayo-Rey,Rey Bouba,Landou,8.48143,14.36232,Village,,Parasitological,Parasitology (Skin Biopsy),128,3,0.023
1269,CMR,Nord,Mayo-Rey,Rey Bouba,Landou,8.533333,14.35,Village,,Clinical,Nodule Palpation,40,9,0.225
1270,CMR,Nord,Mayo-Rey,Touboro,Laoninga,7.85,14.916667,Village,1993,Clinical,Nodule Palpation,50,37,0.74
1271,CMR,Nord,Mayo-Rey,Touboro,Laoninga,7.85,14.916667,Village,,Parasitological,Parasitology (Skin Biopsy),123,15,0.122
1272,CMR,Nord,Mayo-Rey,Touboro,Laounjoun,7.8,15.416667,Village,,Clinical,Nodule Palpation,67,41,0.612
1273,CMR,Adamaoua,Vina,Ngaoundere Urbain,Laounpang,7.183333,13.7,Village,,Clinical,Nodule Palpation,30,12,0.4
1274,CMR,Nord,Mayo-Rey,Rey Bouba,Larki,8.51904,14.02476,Village,1993,Clinical,Nodule Palpation,50,32,0.64
1275,CMR,Nord,Mayo-Rey,Rey Bouba,Larki,8.51904,14.02476,Village,,Parasitological,Parasitology (Skin Biopsy),184,0,0
1276,CMR,Nord,Mayo-Rey,Rey Bouba,Larki,8.522222,14.022222,Village,,Clinical,Nodule Palpation,15,5,0.333
1277,CMR,Nord,Faro,Poli,Laro,8.283333,12.316667,Village,,Clinical,Nodule Palpation,30,24,0.8
1278,CMR,Extrême-Nord,Mayo-Tsanaga,Mokolo,Ldamtsai,10.761667,13.795278,Village,2003,Clinical,Nodule Palpation,39,21,0.538
1279,CMR,Centre,Lekié,Cite Verte,Leboth,3.998278,11.413028,Village,2013,Parasitological,Parasitology (Skin Biopsy),254,7,0.028
1280,CMR,Centre,Lekié,Cite Verte,Leboth,3.998278,11.413028,Village,2013,Clinical,Nodule Palpation,254,4,0.016
1281,CMR,Sud,Dja-et-Lobo,Lomie,Lele,2.328333,13.653333,Village,2004,Clinical,Nodule Palpation,37,14,0.378
1282,CMR,Centre,Haute-Sanaga,Akonolinga,Lembe,4.233333,12.3,Village,,Clinical,Nodule Palpation,33,1,0.03
1283,CMR,Centre,Mbam-et-Kim,Yoko,Lena,5.794444,12.338889,Village,,Clinical,Nodule Palpation,36,7,0.194
1284,CMR,Nord,Bénoué,Poli,Lenara,8.846111,12.881944,Village,2003,Clinical,Nodule Palpation,50,4,0.08
1285,CMR,Littoral,Nkam,Yabassi,Lendi,4.292222,9.910278,Village,2006,Clinical,Nodule Palpation,27,3,0.111
1286,CMR,Nord,Mayo-Rey,Tchollire,Leunda,8,13.583333,Village,,Clinical,Nodule Palpation,26,12,0.462
1287,CMR,Adamaoua,Faro-et-Déo,Tignere,Libong,7.38931,13.00168,Village,2012,Parasitological,Parasitology (Skin Biopsy),413,5,0.012
1288,CMR,Extrême-Nord,Mayo-Sava,Mora,Limana,11.233611,14.171667,Village,2003,Clinical,Nodule Palpation,35,2,0.057
1289,CMR,Centre,Mbam-et-Kim,Ntui,Linte,5.383333,11.688889,Village,,Clinical,Nodule Palpation,33,11,0.333
1290,CMR,Sud-Ouest,Ndian,Ekondo Titi,Lobe Town,4.5917,9.04011,Village,,Parasitological,Parasitology (Skin Biopsy),237,0,0
1291,CMR,Sud-Ouest,Kupe-Muanenguba,Nguti,Loe/Funge,5.2,9.533333,Village,2003,Clinical,Nodule Palpation,30,17,0.567
1292,CMR,Littoral,Nkam,Yabassi,Logbessou,4.227222,9.997222,Village,2006,Clinical,Nodule Palpation,22,0,0
1293,CMR,Adamaoua,Mbéré,Meiganga,Lokoti,6.3816,14.31912,Village,,Parasitological,Parasitology (Skin Biopsy),333,0,0
1294,CMR,Adamaoua,Mbéré,Meiganga,Lokoti,6.375,14.325,Village,,Clinical,Nodule Palpation,43,10,0.233
1295,CMR,Nord,Mayo-Louti,Mayo Oulo,Lominguel,9.9,13.75,Village,2003,Clinical,Nodule Palpation,50,3,0.06
1296,CMR,Sud-Ouest,Meme,Mbanga,Long Street Banga,4.40492,9.44155,Village,,Parasitological,Parasitology (Skin Biopsy),323,13,0.04
1297,CMR,Est,Lom-et-Djérem,Bertoua,Longa Mal,4.625556,13.74,Village,2004,Clinical,Nodule Palpation,31,3,0.097
1298,CMR,Littoral,Nkam,Yabassi,Longtoka,4.43471,9.97214,Village,,Parasitological,Parasitology (Skin Biopsy),162,60,0.37
1299,CMR,Adamaoua,Faro-et-Déo,Tignere,Lougere B,7.5,12.386111,Village,,Clinical,Nodule Palpation,39,16,0.41
1300,CMR,Nord,Bénoué,Garoua I,Lougoude,9.124722,13.199167,Village,2003,Clinical,Nodule Palpation,42,1,0.024
1301,CMR,Nord,Faro,Poli,Lowol,8.516667,12.566667,Village,,Clinical,Nodule Palpation,30,4,0.133
1302,CMR,Sud,Mvila,Mvangan,Ma'amezam,2.780556,11.186111,Village,,Clinical,Nodule Palpation,29,0,0
1303,CMR,Sud-Ouest,Meme,Mbonge,Mabonji,4.562778,9.1975,Village,,Clinical,Nodule Palpation,52,22,0.423
1304,CMR,Extrême-Nord,Mayo-Sava,Mora,Mada Colc,10.925,14.141111,Village,2003,Clinical,Nodule Palpation,35,0,0
1305,CMR,Est,Haut-Nyong,Doume,Madouma,4.207222,13.258333,Village,2004,Clinical,Nodule Palpation,50,1,0.02
1306,CMR,Ouest,Noun,Malentouen,Magba,5.975,11.236111,Village,,Clinical,Nodule Palpation,30,14,0.467
1307,CMR,Littoral,Nkam,Mbangue,Mahohi/Nk,4.275,9.933611,Village,2006,Clinical,Nodule Palpation,10,4,0.4
1308,CMR,Extrême-Nord,Mayo-Sava,Mora,Mahola,11.050278,14.223611,Village,2003,Clinical,Nodule Palpation,38,2,0.053
1309,CMR,Nord,Mayo-Rey,Tchollire,Mairom,8.666667,15.05,Village,,Clinical,Nodule Palpation,30,2,0.067
1310,CMR,Est,Haut-Nyong,Messamena,Makak,3.416667,12.666667,Village,2004,Clinical,Nodule Palpation,29,12,0.414
1311,CMR,Littoral,Sanaga-Maritime,Ngog Mapubi,Makak Ndo,3.875,10.630278,Village,,Clinical,Nodule Palpation,21,6,0.286
1312,CMR,Extrême-Nord,Diamaré,Maroua 2,Makilinga,10.869722,14.238611,Village,2003,Clinical,Nodule Palpation,30,0,0
1313,CMR,Sud,Océan,Kribi,Makoure,3.05157,10.13645,Village,2013,Parasitological,Parasitology (Skin Biopsy),244,12,0.049
1314,CMR,Sud,Océan,Kribi,Makoure,3.05157,10.13645,Village,2013,Clinical,Nodule Palpation,244,6,0.025
1315,CMR,Ouest,Noun,Kouoptamo,Makowchic,5.005556,10.909722,Village,,Clinical,Nodule Palpation,30,29,0.967
1316,CMR,Extrême-Nord,Diamaré,Pette,Malam Man,10.869167,14.5525,Village,2003,Clinical,Nodule Palpation,35,0,0
1317,CMR,Extrême-Nord,Diamaré,Pette,Malam Pet,10.823889,14.441944,Village,2003,Clinical,Nodule Palpation,35,2,0.057
1318,CMR,Ouest,Noun,Foumbot,Malanden,5.429167,10.833333,Village,,Clinical,Nodule Palpation,30,18,0.6
1319,CMR,Est,Haut-Nyong,Abong Mbang,Malene,3.601944,13.725,Village,2004,Clinical,Nodule Palpation,50,1,0.02
1320,CMR,Nord,Faro,Poli,Malkoga,8.383333,12.35,Village,,Clinical,Nodule Palpation,30,8,0.267
1321,CMR,Ouest,Noun,Kouoptamo,Maloa,5.244444,10.834722,Village,,Clinical,Nodule Palpation,30,24,0.8
1322,CMR,Est,Boumba-et-Ngoko,Moloundou,Mambele,2.413889,15.4,Village,,Clinical,Nodule Palpation,18,0,0
1323,CMR,Ouest,Noun,Ntui,Mambichan,5.843056,11.231944,Village,,Clinical,Nodule Palpation,30,19,0.633
1324,CMR,Est,Haut-Nyong,Doume,Mampang,4,13.18,Village,2004,Clinical,Nodule Palpation,50,5,0.1
1325,CMR,Extrême-Nord,Mayo-Tsanaga,Roua,Mamsour,10.565556,13.905278,Village,2003,Clinical,Nodule Palpation,31,2,0.065
1326,CMR,Littoral,Nkam,Yabassi,Mandjab,4.251389,9.995556,Village,2006,Clinical,Nodule Palpation,35,4,0.114
1327,CMR,Est,Lom-et-Djérem,Bertoua,Mandjou,4.583333,13.45,Village,2004,Clinical,Nodule Palpation,33,0,0
1328,CMR,Centre,Haute-Sanaga,Nanga Eboko,Mandjouk,4.966667,12.95,Village,,Clinical,Nodule Palpation,51,33,0.647
1329,CMR,Extrême-Nord,Mayo-Tsanaga,Koza,Mandoussa,10.923056,13.831944,Village,2003,Clinical,Nodule Palpation,30,1,0.033
1330,CMR,Littoral,Moungo,Bangem,Manengole,4.875,9.859722,Village,,Clinical,Nodule Palpation,37,22,0.595
1331,CMR,Littoral,Moungo,Bangem,Manengote,4.816667,9.805278,Village,,Clinical,Nodule Palpation,36,20,0.556
1332,CMR,Est,Haut-Nyong,Abong Mbang,Mang,3.333333,14.033333,Village,2004,Clinical,Nodule Palpation,30,1,0.033
1333,CMR,Littoral,Nkam,Yabassi,Mangamba,4.490556,9.922222,Village,2006,Clinical,Nodule Palpation,38,7,0.184
1334,CMR,Adamaoua,Vina,Ngaoundere Rural,Mangari,7.17,13.18,Village,2003,Clinical,Nodule Palpation,30,3,0.1
1335,CMR,Extrême-Nord,Mayo-Sava,Pette,Mangave A,10.991389,14.370278,Village,2003,Clinical,Nodule Palpation,33,0,0
1336,CMR,Centre,Mbam-et-Kim,Ntui,Mangay,5.196944,12.158333,Village,,Clinical,Nodule Palpation,40,4,0.1
1337,CMR,Ouest,Noun,Massangam,Mankakoum,5.331944,11.040278,Village,,Clinical,Nodule Palpation,30,30,1
1338,CMR,Ouest,Noun,Foumban,Manki I,5.823611,11.018056,Village,,Clinical,Nodule Palpation,30,19,0.633
1339,CMR,Ouest,Noun,Malentouen,Manki II,5.85,11.1,Village,,Clinical,Nodule Palpation,30,27,0.9
1340,CMR,Centre,Mbam-et-Kim,Ntui,Mankim,5.019444,12.008333,Village,,Clinical,Nodule Palpation,30,4,0.133
1341,CMR,Est,Lom-et-Djérem,Bertoua,Mansa,5.1,13.516667,Village,2004,Clinical,Nodule Palpation,26,3,0.115
1342,CMR,Ouest,Noun,Kouoptamo,Mansen,5.077778,10.879167,Village,,Clinical,Nodule Palpation,30,17,0.567
1343,CMR,Ouest,Noun,Malentouen,Mantoum,5.643056,11.148611,Village,,Clinical,Nodule Palpation,40,35,0.875
1344,CMR,Extrême-Nord,Mayo-Tsanaga,Mokolo,Mapol Dou,10.790833,13.839444,Village,2003,Clinical,Nodule Palpation,46,28,0.609
1345,CMR,Ouest,Noun,Ntui,Mapou,5.755556,11.259722,Village,,Clinical,Nodule Palpation,30,25,0.833
1346,CMR,Nord,Mayo-Rey,Rey Bouba,Maradi,8.511111,14.155556,Village,,Clinical,Nodule Palpation,30,3,0.1
1347,CMR,Littoral,Sanaga-Maritime,Edea,Mariemberg,3.622222,9.8625,Village,2013,Parasitological,Parasitology (Skin Biopsy),89,3,0.034
1348,CMR,Littoral,Sanaga-Maritime,Edea,Mariemberg,3.622222,9.8625,Village,2013,Clinical,Nodule Palpation,87,5,0.057
1349,CMR,Adamaoua,Vina,Ngaoundere Rural,Martap,6.895742,13.049029,Village,2003,Clinical,Nodule Palpation,50,5,0.1
1350,CMR,Ouest,Noun,Bandjoun,Masen,5.351667,10.568333,Village,,Parasitological,Parasitology (Skin Biopsy),192,5,0.026
1351,CMR,Ouest,Noun,Massangam,Massagam,5.423611,11,Village,,Clinical,Nodule Palpation,50,33,0.66
1352,CMR,Littoral,Sanaga-Maritime,Ngambe,Massok,4.130556,10.469444,Village,,Clinical,Nodule Palpation,39,26,0.667
1353,CMR,Littoral,Nkam,Yabassi,Massoumbou Carrefour,4.199167,10.0075,Village,2006,Clinical,Nodule Palpation,31,1,0.032
1354,CMR,Littoral,Nkam,Yabassi,Massoumbou Chantier,4.309167,9.994444,Village,2006,Clinical,Nodule Palpation,31,12,0.387
1355,CMR,Ouest,Noun,Malentouen,Matachoum,5.751389,11.186111,Village,,Clinical,Nodule Palpation,43,25,0.581
1356,CMR,Extrême-Nord,Mayo-Tsanaga,Koza,Matamaya,10.869722,13.929722,Village,2003,Clinical,Nodule Palpation,31,3,0.097
1357,CMR,Ouest,Hauts-Plateaux,Baham,Matoupou,5.298056,10.361111,Village,2011,Parasitological,Parasitology (Skin Biopsy),171,13,0.076
1358,CMR,Ouest,Hauts-Plateaux,Malentouen,Matoupou,5.298056,10.361111,Village,,Clinical,Nodule Palpation,30,17,0.567
1359,CMR,Nord,Mayo-Louti,Bourha,Matra,10.07,13.38,Village,2003,Clinical,Nodule Palpation,50,1,0.02
1360,CMR,Centre,Mbam-et-Kim,Yoko,Matsari,5.358333,12.238889,Village,,Clinical,Nodule Palpation,34,4,0.118
1361,CMR,Ouest,Noun,Malentouen,Mawa,5.825,11.198611,Village,,Clinical,Nodule Palpation,30,14,0.467
1362,CMR,Extrême-Nord,Mayo-Tsanaga,Koza,Mawa (K),10.942222,13.909444,Village,2003,Clinical,Nodule Palpation,35,0,0
1363,CMR,Est,Lom-et-Djérem,Betare Oya,Mayang I,5.966667,13.633333,Village,2004,Clinical,Nodule Palpation,50,0,0
1364,CMR,Adamaoua,Djérem,Tibati,Mayo-Daa,6.32,12.19,Village,2003,Clinical,Nodule Palpation,34,7,0.206
1365,CMR,Adamaoua,Mayo-Banyo,Bankim,Mayo-Ding,6.395833,11.583333,Village,,Clinical,Nodule Palpation,30,13,0.433
1366,CMR,Adamaoua,Vina,Ngaoundere Urbain,Mayo Beli,6.983333,14.05,Village,,Clinical,Nodule Palpation,16,0,0
1367,CMR,Adamaoua,Mayo-Banyo,Bankim,Mayo Darl,6.5,11.55,Village,,Clinical,Nodule Palpation,19,0,0
1368,CMR,Adamaoua,Faro-et-Déo,Tignere,Mayo Djar,7.22,12.38,Village,2003,Clinical,Nodule Palpation,30,1,0.033
1369,CMR,Nord,Mayo-Rey,Rey Bouba,Mayo Djoi,9.047222,14.441667,Village,,Clinical,Nodule Palpation,40,4,0.1
1370,CMR,Nord,Mayo-Rey,Tchollire,Mayo Galke,8.383333,14.233333,Village,1993,Clinical,Nodule Palpation,50,30,0.6
1371,CMR,Nord,Mayo-Rey,Tchollire,Mayo Galke,8.383333,14.233333,Village,,Parasitological,Parasitology (Skin Biopsy),155,0,0
1372,CMR,Adamaoua,Faro-et-Déo,Tignere,Mayo Kaou,7.691667,12.208333,Village,,Clinical,Nodule Palpation,23,14,0.609
1373,CMR,Nord,Mayo-Louti,Figuil,Mayo Kora,9.800278,13.966944,Village,2003,Clinical,Nodule Palpation,36,9,0.25
1374,CMR,Extrême-Nord,Mayo-Tsanaga,Mokolo,Mayo Sang,10.737222,13.743611,Village,2003,Clinical,Nodule Palpation,41,5,0.122
1375,CMR,Extrême-Nord,Mayo-Tsanaga,Koza,Mazi (Mas,10.879444,13.851111,Village,2003,Clinical,Nodule Palpation,36,2,0.056
1376,CMR,Ouest,Haut-Nkam,Bafang,Mbafam,5.1,10.040556,Village,2011,Parasitological,Parasitology (Skin Biopsy),183,7,0.038
1377,CMR,Nord,Mayo-Rey,Touboro,Mbailara,7.77248,15.2711,Village,1993,Clinical,Nodule Palpation,50,46,0.92
1378,CMR,Nord,Mayo-Rey,Touboro,Mbailara,7.77248,15.2711,Village,,Parasitological,Parasitology (Skin Biopsy),143,7,0.049
1379,CMR,Nord,Mayo-Rey,Touboro,Mbakana,8.066667,15.166667,Village,,Clinical,Nodule Palpation,69,45,0.652
1380,CMR,Adamaoua,Djérem,Ngaoundal,Mbakaou,6.3,12.808333,Village,,Clinical,Nodule Palpation,52,27,0.519
1381,CMR,Nord,Mayo-Rey,Touboro,Mbalainde,7.788889,15.466667,Village,,Clinical,Nodule Palpation,76,67,0.882
1382,CMR,Adamaoua,Vina,Ngaoundere Urbain,Mbalang,7.3,13.566667,Village,,Clinical,Nodule Palpation,30,2,0.067
1383,CMR,Extrême-Nord,Diamaré,Tokombere,Mbalda(Mb,10.727222,14.043889,Village,2003,Clinical,Nodule Palpation,30,2,0.067
1384,CMR,Est,Haut-Nyong,Doume,Mbama,4.25,13.433333,Village,2004,Clinical,Nodule Palpation,30,1,0.033
1385,CMR,Est,Haut-Nyong,Abong Mbang,Mbama,3.976306,12.761361,Village,2013,Parasitological,Parasitology (Skin Biopsy),141,3,0.021
1386,CMR,Est,Haut-Nyong,Abong Mbang,Mbama,3.976306,12.761361,Village,2013,Clinical,Nodule Palpation,141,3,0.021
1387,CMR,Centre,Nyong-et-So'o,Mbalmayo,Mbametet,3.427778,11.772222,Village,,Clinical,Nodule Palpation,14,0,0
1388,CMR,Adamaoua,Mayo-Banyo,Banyo,Mbamti Dj,6.983333,11.966667,Village,,Clinical,Nodule Palpation,22,0,0
1389,CMR,Est,Haut-Nyong,Doume,Mbang,4.502778,13.334444,Village,2004,Clinical,Nodule Palpation,28,4,0.143
1390,CMR,Nord,Mayo-Rey,Tchollire,Mbang Rey,7.175833,14.628333,Village,2003,Clinical,Nodule Palpation,33,11,0.333
1391,CMR,Est,Boumba-et-Ngoko,Yokadouma,Mbangue,3.011056,15.129528,Village,2013,Parasitological,Parasitology (Skin Biopsy),131,0,0
1392,CMR,Est,Boumba-et-Ngoko,Yokadouma,Mbangue,3.011056,15.129528,Village,2013,Clinical,Nodule Palpation,131,2,0.015
1393,CMR,Littoral,Nkam,Yabassi,Mbangu?,4.2475,9.995278,Village,2006,Clinical,Nodule Palpation,30,2,0.067
1394,CMR,Adamaoua,Mbéré,Djohong,Mbarang,6.69288,14.34561,Village,,Parasitological,Parasitology (Skin Biopsy),329,0,0
1395,CMR,Centre,Haute-Sanaga,Nanga Eboko,Mbargue,4.916667,13.083333,Village,,Clinical,Nodule Palpation,27,14,0.519
1396,CMR,Est,Lom-et-Djérem,Garoua Boulai,Mbassi,5.616667,14.366667,Village,2004,Clinical,Nodule Palpation,35,4,0.114
1397,CMR,Centre,Nyong-et-Foumou,Meyomessala,Mbedoumou,3.589722,12.178056,Village,2005,Clinical,Nodule Palpation,36,11,0.306
1398,CMR,Centre,Nyong-et-Foumou,Akonolinga,Mbega,3.80225,12.400389,Village,2013,Parasitological,Parasitology (Skin Biopsy),142,1,0.007
1399,CMR,Centre,Nyong-et-Foumou,Akonolinga,Mbega,3.80225,12.400389,Village,2013,Clinical,Nodule Palpation,142,0,0
1400,CMR,Centre,Nyong-et-So'o,Mbalmayo,Mbega,3.533333,11.65,Village,,Clinical,Nodule Palpation,41,1,0.024
1401,CMR,Nord,Mayo-Rey,Tchollire,Mbeing,7.87413,14.89005,Village,1993,Clinical,Nodule Palpation,50,38,0.76
1402,CMR,Nord,Mayo-Rey,Tchollire,Mbeing,7.87413,14.89005,Village,,Parasitological,Parasitology (Skin Biopsy),161,3,0.019
1403,CMR,Nord,Bénoué,Bibemi,Mbella,9.333333,13.866667,Village,,Clinical,Nodule Palpation,40,4,0.1
1404,CMR,Adamaoua,Djérem,Ngaoundal,Mbelle As,6.608333,12.991667,Village,,Clinical,Nodule Palpation,35,3,0.086
1405,CMR,Nord,Mayo-Rey,Touboro,Mbem,7.70991,14.63544,Village,1993,Clinical,Nodule Palpation,50,13,0.26
1406,CMR,Nord,Mayo-Rey,Touboro,Mbem,7.70991,14.63544,Village,,Parasitological,Parasitology (Skin Biopsy),101,2,0.02
1407,CMR,Centre,Lekié,Saa,Mbenega,4.463056,11.358056,Village,,Clinical,Nodule Palpation,40,28,0.7
1408,CMR,Adamaoua,Vina,Ngaoundere Rural,Mberem,7.55,13.916667,Village,,Clinical,Nodule Palpation,30,24,0.8
1409,CMR,Est,Lom-et-Djérem,Bertoua,Mbeth II,4.555556,13.466667,Village,,Clinical,Nodule Palpation,33,1,0.03
1410,CMR,Est,Lom-et-Djérem,Bertoua,Mbethen,4.777778,13.527778,Village,,Clinical,Nodule Palpation,37,7,0.189
1411,CMR,Est,Lom-et-Djérem,Bertoua,Mbethen I,4.775,13.527778,Village,2004,Clinical,Nodule Palpation,32,0,0
1412,CMR,Adamaoua,Vina,Ngaoundere Urbain,Mbi-Djoro,7.38,13.57,Village,2003,Clinical,Nodule Palpation,42,5,0.119
1413,CMR,Adamaoua,Vina,Ngaoundere Rural,Mbideng,7.13,12.9,Village,2003,Clinical,Nodule Palpation,31,2,0.065
1414,CMR,Nord,Mayo-Rey,Touboro,Mbidere,7.683333,15.366667,Village,,Clinical,Nodule Palpation,71,63,0.887
1415,CMR,Adamaoua,Mbéré,Djohong,Mbidou,6.62,14.87,Village,2003,Clinical,Nodule Palpation,40,9,0.225
1416,CMR,Nord,Mayo-Rey,Rey Bouba,Mbiem,8.7,14.716667,Village,,Clinical,Nodule Palpation,30,8,0.267
1417,CMR,Nord,Mayo-Rey,Touboro,Mbikouni,7.488889,15.388889,Village,,Clinical,Nodule Palpation,66,54,0.818
1418,CMR,Nord,Mayo-Rey,Rey Bouba,Mbila,8.644444,14.294444,Village,,Clinical,Nodule Palpation,40,10,0.25
1419,CMR,Nord,Mayo-Rey,Tchollire,Mbilare,8.416667,14.183333,Village,,Clinical,Nodule Palpation,25,8,0.32
1420,CMR,Est,Kadey,Ndelele,Mbile,4.32575,14.841111,Village,2013,Parasitological,Parasitology (Skin Biopsy),225,0,0
1421,CMR,Est,Kadey,Ndelele,Mbile,4.32575,14.841111,Village,2013,Clinical,Nodule Palpation,225,8,0.036
1422,CMR,Est,Kadey,Ndelele,Mbile,4.319444,14.847222,Village,,Clinical,Nodule Palpation,7,2,0.286
1423,CMR,Sud,Dja-et-Lobo,Sangmelima,Mbilemvom,2.65,12.15,Village,2003,Clinical,Nodule Palpation,47,0,0
1424,CMR,Sud,Dja-et-Lobo,Sangmelima,Mbilemvom,2.574722,12.415,Village,2005,Clinical,Nodule Palpation,38,9,0.237
1425,CMR,Nord,Mayo-Rey,Touboro,Mbodo,7.583333,15.366667,Village,,Clinical,Nodule Palpation,78,65,0.833
1426,CMR,Sud-Ouest,Kupe-Muanenguba,Nguti,Mboka,5.297778,9.425,Village,,Clinical,Nodule Palpation,28,19,0.679
1427,CMR,Extrême-Nord,Mayo-Tsanaga,Mokolo,Mbokomgui,10.720278,13.93,Village,2003,Clinical,Nodule Palpation,40,9,0.225
1428,CMR,Est,Haut-Nyong,Nguelemendouka,Mbomba,4.05,12.883333,Village,2004,Clinical,Nodule Palpation,29,0,0
1429,CMR,Littoral,Sanaga-Maritime,New Bell,Mbongo II,3.88119,9.82696,Village,2013,Parasitological,Parasitology (Skin Biopsy),243,7,0.029
1430,CMR,Littoral,Sanaga-Maritime,New Bell,Mbongo II,3.88119,9.82696,Village,2013,Clinical,Nodule Palpation,232,3,0.013
1431,CMR,Littoral,Moungo,Mbanga,Mbonjo,4.415556,9.634167,Village,2006,Clinical,Nodule Palpation,22,1,0.045
1432,CMR,Littoral,Moungo,Tiko,Mbonjo I,4.2225,9.552222,Village,,Clinical,Nodule Palpation,47,8,0.17
1433,CMR,Nord,Mayo-Rey,Tchollire,Mboukma,8.522222,14.977778,Village,,Clinical,Nodule Palpation,23,4,0.174
1434,CMR,Est,Haut-Nyong,Abong Mbang,Mbouma,2.993611,13.319444,Village,2005,Clinical,Nodule Palpation,37,23,0.622
1435,CMR,Est,Haut-Nyong,Messamena,Meba,3.613333,12.816667,Village,2004,Clinical,Nodule Palpation,34,1,0.029
1436,CMR,Centre,Haute-Sanaga,Nanga Eboko,Meba,4.6,12.966667,Village,,Clinical,Nodule Palpation,10,2,0.2
1437,CMR,Sud,Dja-et-Lobo,Djoum,Meban I,2.584444,12.787222,Village,2005,Clinical,Nodule Palpation,33,7,0.212
1438,CMR,Sud,Dja-et-Lobo,Zoetele,Mebang,3.34143,11.966,Village,2005,Clinical,Nodule Palpation,49,7,0.143
